Authors_l,Title_l,Keywords_l,Authors_raw_l,Title_raw_l,Keywords_raw_l,Authors_r,Title_r,Keywords_r,Authors_raw_r,Title_raw_r,Keywords_raw_r
"['akbarian s', 'cawston t', 'moreno l', 'patel s', 'allen v', 'dolatabadi e']","['a', 'computer', 'vision', 'approach', 'to', 'combat', 'lyme', 'disease']","['computer vision', 'convolution neural network', 'ixodes', 'knowledge transfer', 'lyme disease']","Akbarian S,Cawston T,Moreno L,Patel S,Allen V,Dolatabadi E",A Computer Vision Approach to Combat Lyme Disease,"Computer Vision,Convolution Neural Network,Ixodes,Knowledge Transfer,Lyme disease","['abbaspour-gilandeh y', 'aghabara a', 'davari m', 'maja jm']","['feasibility', 'of', 'using', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'techniques', 'in', 'detection', 'of', 'some', 'apple', 'pests', 'and', 'diseases']","['apple capsid', 'apple russeting', 'early detection', 'image processing', 'pest', 'sparse coding']","Abbaspour-Gilandeh Y,Aghabara A,Davari M,Maja JM",Feasibility of Using Computer Vision and Artificial Intelligence Techniques in Detection of Some Apple Pests and Diseases,"Apple capsid,Apple russeting,Early detection,Image processing,Pest,Sparse coding"
"['an r', 'man y', 'iram s', 'kucukal e', 'hasan mn', 'solis-fuentes a', 'bode a', 'hill a', 'cheng k', 'huang y', 'ahuja s', 'little ja', 'hinczewski m', 'gurkan ua']","['computer', 'vision', 'and', 'deep', 'learning', 'assisted', 'microchip', 'electrophoresis', 'for', 'integrated', 'anemia', 'and', 'sickle', 'cell', 'disease', 'screening']","['anemia', 'artificial neural network', 'computer vision', 'deep learning']","An R,Man Y,Iram S,Kucukal E,Hasan MN,Solis-Fuentes A,Bode A,Hill A,Cheng K,Huang Y,Ahuja S,Little JA,Hinczewski M,Gurkan UA",Computer Vision and Deep Learning Assisted Microchip Electrophoresis for Integrated Anemia and Sickle Cell Disease Screening,"anemia,artificial neural network,computer vision,deep learning","['sánchez-brau m', 'domenech-amigot b', 'brocal-fernández f', 'quesada-rico ja', 'seguí-crespo m']","['prevalence', 'of', 'computer', 'vision', 'syndrome', 'and', 'its', 'relationship', 'with', 'ergonomic', 'and', 'individual', 'factors', 'in', 'presbyopic', 'vdt', 'workers', 'using', 'progressive', 'addition', 'lenses']","['computer vision syndrome', 'ergonomics', 'presbyopia', 'progressive addition lenses', 'video display terminals', 'workplace']","Sánchez-Brau M,Domenech-Amigot B,Brocal-Fernández F,Quesada-Rico JA,Seguí-Crespo M",Prevalence of Computer Vision Syndrome and Its Relationship with Ergonomic and Individual Factors in Presbyopic VDT Workers Using Progressive Addition Lenses,"computer vision syndrome,ergonomics,presbyopia,progressive addition lenses,video display terminals,workplace"
"['gazzah s', 'bencharef o']","['a', 'survey', 'on', 'how', 'computer', 'vision', 'can', 'response', 'to', 'urgent', 'need', 'to', 'contribute', 'in', 'covid-19', 'pandemics']","['cnn', 'covid-19', 'ct image', 'computer vision', 'x-ray image', 'coronavirus detection', 'deep learning']","Gazzah S,Bencharef O",A Survey on how computer vision can response to urgent need to contribute in COVID-19 pandemics,"CNN,COVID-19,CT image,Computer vision,X-ray image,coronavirus detection,deep learning","['sánchez-brau m', 'domenech-amigot b', 'brocal-fernández f', 'quesada-rico ja', 'seguí-crespo m']","['prevalence', 'of', 'computer', 'vision', 'syndrome', 'and', 'its', 'relationship', 'with', 'ergonomic', 'and', 'individual', 'factors', 'in', 'presbyopic', 'vdt', 'workers', 'using', 'progressive', 'addition', 'lenses']","['computer vision syndrome', 'ergonomics', 'presbyopia', 'progressive addition lenses', 'video display terminals', 'workplace']","Sánchez-Brau M,Domenech-Amigot B,Brocal-Fernández F,Quesada-Rico JA,Seguí-Crespo M",Prevalence of Computer Vision Syndrome and Its Relationship with Ergonomic and Individual Factors in Presbyopic VDT Workers Using Progressive Addition Lenses,"computer vision syndrome,ergonomics,presbyopia,progressive addition lenses,video display terminals,workplace"
"['jorquera-chavez m', 'fuentes s', 'dunshea fr', 'warner rd', 'poblete t', 'unnithan rr', 'morrison rs', 'jongman ec']","['using', 'imagery', 'and', 'computer', 'vision', 'as', 'remote', 'monitoring', 'methods', 'for', 'early', 'detection', 'of', 'respiratory', 'disease', 'in', 'pigs']","['animal health', 'animal monitoring', 'contactless monitoring', 'non-invasive methods', 'physiological indicators']","Jorquera-Chavez M,Fuentes S,Dunshea FR,Warner RD,Poblete T,Unnithan RR,Morrison RS,Jongman EC",Using imagery and computer vision as remote monitoring methods for early detection of respiratory disease in pigs,"Animal health,Animal monitoring,Contactless monitoring,Non-invasive methods,Physiological indicators","['khan aa', 'laghari aa', 'awan sa']","['machine', 'learning', 'in', 'computer', 'vision:', 'a', 'review']","['computer vision', 'feature extraction', 'machine learning', 'medical imaging', 'neural network', 'pattern recognition', 'supervised and unsupervised learning']","Khan AA,Laghari AA,Awan SA",Machine Learning in Computer Vision: A Review,"Computer Vision,Feature Extraction,Machine Learning,Medical Imaging,Neural Network,Pattern Recognition,Supervised and Unsupervised Learning"
"['al tawil l', 'aldokhayel s', 'zeitouni l', 'qadoumi t', 'hussein s', 'ahamed ss']","['prevalence', 'of', 'self-reported', 'computer', 'vision', 'syndrome', 'symptoms', 'and', 'its', 'associated', 'factors', 'among', 'university', 'students']","['computer vision syndrome', 'saudi arabia', 'electronic devices', 'university students', 'vision problems']","Al Tawil L,Aldokhayel S,Zeitouni L,Qadoumi T,Hussein S,Ahamed SS",Prevalence of self-reported computer vision syndrome symptoms and its associated factors among university students,"Computer vision syndrome,Saudi Arabia,electronic devices,university students,vision problems","['khanal sr', 'paulino d', 'sampaio j', 'barroso j', 'reis a', 'filipe v']","['a', 'review', 'on', 'computer', 'vision', 'technology', 'for', 'physical', 'exercise', 'monitoring']","['computer vision', 'contactless technology', 'deep learning', 'exercise monitoring', 'physical activity', 'vital sign monitoring']","Khanal SR,Paulino D,Sampaio J,Barroso J,Reis A,Filipe V",A Review on Computer Vision Technology for Physical Exercise Monitoring,"computer vision,contactless technology,deep learning,exercise monitoring,physical activity,vital sign monitoring"
"['al tawil l', 'aldokhayel s', 'zeitouni l', 'qadoumi t', 'hussein s', 'ahamed ss']","['prevalence', 'of', 'self-reported', 'computer', 'vision', 'syndrome', 'symptoms', 'and', 'its', 'associated', 'factors', 'among', 'university', 'students']","['computer vision syndrome', 'saudi arabia', 'electronic devices', 'university students', 'vision problems']","Al Tawil L,Aldokhayel S,Zeitouni L,Qadoumi T,Hussein S,Ahamed SS",Prevalence of self-reported computer vision syndrome symptoms and its associated factors among university students,"Computer vision syndrome,Saudi Arabia,electronic devices,university students,vision problems","['akbarian s', 'nelder mp', 'russell cb', 'cawston t', 'moreno l', 'patel sn', 'allen vg', 'dolatabadi e']","['a', 'computer', 'vision', 'approach', 'to', 'identifying', 'ticks', 'related', 'to', 'lyme', 'disease']","['computer vision', 'ixodes scapularis', 'lyme disease', 'convolution neural network', 'infectious disease', 'knowledge transfer', 'public health', 'surveillance', 'vector-borne disease']","Akbarian S,Nelder MP,Russell CB,Cawston T,Moreno L,Patel SN,Allen VG,Dolatabadi E",A Computer Vision Approach to Identifying Ticks Related to Lyme Disease,"Computer vision,Ixodes scapularis,Lyme disease,convolution neural network,infectious disease,knowledge transfer,public health,surveillance,vector-borne disease"
"['shao h', 'pu j', 'mu j']","['pig-posture', 'recognition', 'based', 'on', 'computer', 'vision:', 'dataset', 'and', 'exploration']","['agricultural automation', 'automated breeding', 'computer vision', 'pig posture', 'posture recognition']","Shao H,Pu J,Mu J",Pig-posture recognition based on computer vision: Dataset and exploration,"Agricultural automation,Automated breeding,Computer vision,Pig posture,Posture recognition","['alhasan as', 'aalam wa']","['magnitude', 'and', 'determinants', 'of', 'computer', 'vision', 'syndrome', 'among', 'radiologists', 'in', 'saudi', 'arabia:', 'a', 'national', 'survey']","['computer vision syndrome', 'eyestrain', 'occupational hazards', 'radiologists', 'saudi arabia']","Alhasan AS,Aalam WA",Magnitude and Determinants of Computer Vision Syndrome Among Radiologists in Saudi Arabia: A National Survey,"Computer Vision Syndrome,Eyestrain,Occupational hazards,Radiologists,Saudi Arabia"
"['shao h', 'pu j', 'mu j']","['pig-posture', 'recognition', 'based', 'on', 'computer', 'vision:', 'dataset', 'and', 'exploration']","['agricultural automation', 'automated breeding', 'computer vision', 'pig posture', 'posture recognition']","Shao H,Pu J,Mu J",Pig-posture recognition based on computer vision: Dataset and exploration,"Agricultural automation,Automated breeding,Computer vision,Pig posture,Posture recognition","['abbaspour-gilandeh y', 'aghabara a', 'davari m', 'maja jm']","['feasibility', 'of', 'using', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'techniques', 'in', 'detection', 'of', 'some', 'apple', 'pests', 'and', 'diseases']","['apple capsid', 'apple russeting', 'early detection', 'image processing', 'pest', 'sparse coding']","Abbaspour-Gilandeh Y,Aghabara A,Davari M,Maja JM",Feasibility of Using Computer Vision and Artificial Intelligence Techniques in Detection of Some Apple Pests and Diseases,"Apple capsid,Apple russeting,Early detection,Image processing,Pest,Sparse coding"
"['vo tt', 'ko h', 'huh jh', 'kim y']","['overview', 'of', 'smart', 'aquaculture', 'system:', 'focusing', 'on', 'applications', 'of', 'machine', 'learning', 'and', 'computer', 'vision']","['ai', 'application', 'artificial intelligent', 'machine learning', 'smart aquaculture']","Vo TT,Ko H,Huh JH,Kim Y",Overview of smart aquaculture system: Focusing on applications of machine learning and computer vision,"AI,Application,Artificial intelligent,Machine learning,Smart aquaculture","['luo c', 'pearson p', 'xu g', 'rich sm']","['a', 'computer', 'vision-based', 'approach', 'for', 'tick', 'identification', 'using', 'deep', 'learning', 'models']","['computer vision', 'medical entomology', 'ticks']","Luo C,Pearson P,Xu G,Rich SM",A Computer Vision-Based Approach for Tick Identification Using Deep Learning Models,"Computer vision,Medical entomology,Ticks"
"['jain y', 'gandhi h', 'burte a', 'vora a']","['mental', 'and', 'physical', 'health', 'management', 'system', 'using', 'ml,', 'computer', 'vision', 'and', 'iot', 'sensor', 'network']","['arduino uno', 'chatbot', 'image processing', 'iot', 'convolutional neural network']","Jain Y,Gandhi H,Burte A,Vora A","Mental and Physical Health Management System Using ML, Computer Vision and IoT Sensor Network","Arduino UNO,Chatbot,Image processing,IoT,convolutional neural network","['luo c', 'pearson p', 'xu g', 'rich sm']","['a', 'computer', 'vision-based', 'approach', 'for', 'tick', 'identification', 'using', 'deep', 'learning', 'models']","['computer vision', 'medical entomology', 'ticks']","Luo C,Pearson P,Xu G,Rich SM",A Computer Vision-Based Approach for Tick Identification Using Deep Learning Models,"Computer vision,Medical entomology,Ticks"
"['sánchez-valerio mr', 'mohamed-noriega k', 'zamora-ginez i', 'duarte bg', 'vallejo-ruiz v']","['dry', 'eye', 'disease', 'association', 'with', 'computer', 'exposure', 'time', 'among', 'subjects', 'with', 'computer', 'vision', 'syndrome']","['computer vision syndrome', 'dry eye disease']","Sánchez-Valerio MR,Mohamed-Noriega K,Zamora-Ginez I,Duarte BG,Vallejo-Ruiz V",Dry eye disease association with computer exposure time among subjects with computer vision syndrome,"Computer vision syndrome,Dry eye disease","['sood s', 'singh h']","['computer', 'vision', 'and', 'machine', 'learning', 'based', 'approaches', 'for', 'food', 'security:', 'a', 'review']","['convolutional neural network', 'deep learning', 'food ssecurity', 'smart farming']","Sood S,Singh H",Computer Vision and Machine Learning based approaches for Food Security: A Review,"Convolutional neural network,Deep learning,Food Ssecurity,Smart farming"
"['sánchez-valerio mr', 'mohamed-noriega k', 'zamora-ginez i', 'duarte bg', 'vallejo-ruiz v']","['dry', 'eye', 'disease', 'association', 'with', 'computer', 'exposure', 'time', 'among', 'subjects', 'with', 'computer', 'vision', 'syndrome']","['computer vision syndrome', 'dry eye disease']","Sánchez-Valerio MR,Mohamed-Noriega K,Zamora-Ginez I,Duarte BG,Vallejo-Ruiz V",Dry eye disease association with computer exposure time among subjects with computer vision syndrome,"Computer vision syndrome,Dry eye disease","['abrami a', 'gunzler s', 'kilbane c', 'ostrand r', 'ho b', 'cecchi g']","['automated', 'computer', 'vision', 'assessment', 'of', 'hypomimia', 'in', 'parkinson', 'disease:', 'proof-of-principle', 'pilot', 'study']","['computer vision', 'hypomimia', 'parkinson disease', 'telemedicine']","Abrami A,Gunzler S,Kilbane C,Ostrand R,Ho B,Cecchi G",Automated computer vision assessment of hypomimia in parkinson disease: Proof-of-principle pilot study,"Computer vision,Hypomimia,Parkinson disease,Telemedicine"
"['sánchez-valerio mr', 'mohamed-noriega k', 'zamora-ginez i', 'duarte bg', 'vallejo-ruiz v']","['dry', 'eye', 'disease', 'association', 'with', 'computer', 'exposure', 'time', 'among', 'subjects', 'with', 'computer', 'vision', 'syndrome']","['computer vision syndrome', 'dry eye disease']","Sánchez-Valerio MR,Mohamed-Noriega K,Zamora-Ginez I,Duarte BG,Vallejo-Ruiz V",Dry eye disease association with computer exposure time among subjects with computer vision syndrome,"Computer vision syndrome,Dry eye disease","['kakani v', 'nguyen h', 'kumar bp', 'kim h', 'pasupuleti vr']","['a', 'critical', 'review', 'on', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'in', 'food', 'industry']","['artificial intelligence', 'autonomous navigation', 'computer vision', 'sustainable food supply']","Kakani V,Nguyen H,Kumar BP,Kim H,Pasupuleti VR",A critical review on computer vision and artificial intelligence in food industry,"Artificial intelligence,Autonomous navigation,Computer vision,Sustainable food supply"
"['esteva a', 'chou k', 'yeung s', 'naik n', 'madani a', 'mottaghi a', 'liu y', 'topol e', 'dean j', 'socher r']","['deep', 'learning-enabled', 'medical', 'computer', 'vision']","['computer vision', 'machine perception', 'medicine']","Esteva A,Chou K,Yeung S,Naik N,Madani A,Mottaghi A,Liu Y,Topol E,Dean J,Socher R",Deep learning-enabled medical computer vision,"computer vision,machine perception,medicine","['wangsan k', 'upaphong p', 'assavanopakun p', 'sapbamrer r', 'sirikul w', 'kitro a', 'sirimaharaj n', 'kuanprasert s', 'saenpo m', 'saetiao s', 'khamphichai t']","['self-reported', 'computer', 'vision', 'syndrome', 'among', 'thai', 'university', 'students', 'in', 'virtual', 'classrooms', 'during', 'the', 'covid-19', 'pandemic:', 'prevalence', 'and', 'associated', 'factors']","['covid-19 impact', 'computer vison syndrome', 'digital eye strain', 'digital screen', 'online study', 'video display terminal', 'virtual classroom', 'visual display terminal']","Wangsan K,Upaphong P,Assavanopakun P,Sapbamrer R,Sirikul W,Kitro A,Sirimaharaj N,Kuanprasert S,Saenpo M,Saetiao S,Khamphichai T",Self-Reported Computer Vision Syndrome among Thai University Students in Virtual Classrooms during the COVID-19 Pandemic: Prevalence and Associated Factors,"COVID-19 impact,computer vison syndrome,digital eye strain,digital screen,online study,video display terminal,virtual classroom,visual display terminal"
"['deepan p', 'sudha lr']","['deep', 'learning', 'algorithm', 'and', 'its', 'applications', 'to', 'iot', 'and', 'computer', 'vision']","['adversarial network and encoder', 'convolutional network', 'deep learning', 'internet of things', 'recurrent network']","Deepan P,Sudha LR",Deep Learning Algorithm and Its Applications to IoT and Computer Vision,"Adversarial network and encoder,Convolutional network,Deep learning,Internet of Things,Recurrent network","['uryasheva a', 'kalashnikova a', 'shadrin d', 'evteeva k', 'moskovtsev e', 'rodichenko n']","['computer', 'vision-based', 'platform', 'for', 'apple', 'leaves', 'segmentation', 'in', 'field', 'conditions', 'to', 'support', 'digital', 'phenotyping']","['computer vision', 'image processing', 'plant disease detection', 'precision agriculture', 'remote sensing']","Uryasheva A,Kalashnikova A,Shadrin D,Evteeva K,Moskovtsev E,Rodichenko N",Computer vision-based platform for apple leaves segmentation in field conditions to support digital phenotyping,"Computer vision,Image processing,Plant disease detection,Precision agriculture,Remote sensing"
['tombe r'],"['computer', 'vision', 'for', 'smart', 'farming', 'and', 'sustainable', 'agriculture']","['big data processing', 'computer vision', 'deep learning', 'drones', 'machine learning', 'remote sensing images']",Tombe R,Computer Vision for Smart Farming and Sustainable Agriculture,"big data processing,computer vision,deep learning,drones,machine learning,remote sensing images","['devi n', 'sarma kk', 'laskar s']","['design', 'of', 'an', 'intelligent', 'bean', 'cultivation', 'approach', 'using', 'computer', 'vision,', 'iot', 'and', 'spatio-temporal', 'deep', 'learning', 'structures']","['artificial intelligence', 'convolution neural network', 'learning based system', 'smart farming']","Devi N,Sarma KK,Laskar S","Design of an intelligent bean cultivation approach using computer vision, IoT and spatio-temporal deep learning structures","Artificial intelligence,Convolution neural network,Learning based system,Smart farming"
"['sood s', 'singh h']","['computer', 'vision', 'and', 'machine', 'learning', 'based', 'approaches', 'for', 'food', 'security:', 'a', 'review']","['convolutional neural network', 'deep learning', 'food ssecurity', 'smart farming']","Sood S,Singh H",Computer Vision and Machine Learning based approaches for Food Security: A Review,"Convolutional neural network,Deep learning,Food Ssecurity,Smart farming","['abrami a', 'gunzler s', 'kilbane c', 'ostrand r', 'ho b', 'cecchi g']","['automated', 'computer', 'vision', 'assessment', 'of', 'hypomimia', 'in', 'parkinson', 'disease:', 'proof-of-principle', 'pilot', 'study']","['computer vision', 'hypomimia', 'parkinson disease', 'telemedicine']","Abrami A,Gunzler S,Kilbane C,Ostrand R,Ho B,Cecchi G",Automated computer vision assessment of hypomimia in parkinson disease: Proof-of-principle pilot study,"Computer vision,Hypomimia,Parkinson disease,Telemedicine"
"['singh u', 'srivastava a', 'chauhan d', 'singh a']","['computer', 'vision', 'technique', 'for', 'detection', 'of', 'grape', 'esca', '(black', 'measles)', 'disease', 'from', 'grape', 'leaf', 'samples']","['features extraction', 'grape esca (black measles)', 'metamorphose', 'svm (support vector machine)']","Singh U,Srivastava A,Chauhan D,Singh A",Computer Vision Technique for Detection of Grape Esca (Black Measles) Disease from Grape Leaf Samples,"Features Extraction,Grape Esca (Black Measles),Metamorphose,SVM (Support Vector Machine)","['deepan p', 'sudha lr']","['deep', 'learning', 'algorithm', 'and', 'its', 'applications', 'to', 'iot', 'and', 'computer', 'vision']","['adversarial network and encoder', 'convolutional network', 'deep learning', 'internet of things', 'recurrent network']","Deepan P,Sudha LR",Deep Learning Algorithm and Its Applications to IoT and Computer Vision,"Adversarial network and encoder,Convolutional network,Deep learning,Internet of Things,Recurrent network"
"['abudawood ga', 'ashi hm', 'almarzouki nk']","['computer', 'vision', 'syndrome', 'among', 'undergraduate', 'medical', 'students', 'in', 'king', 'abdulaziz', 'university,', 'jeddah,', 'saudi', 'arabia']","['computer vision syndrome', 'dry eye disease']","Abudawood GA,Ashi HM,Almarzouki NK","Computer Vision Syndrome among Undergraduate Medical Students in King Abdulaziz University, Jeddah, Saudi Arabia","computer vision syndrome,dry eye disease","['deepan p', 'sudha lr']","['deep', 'learning', 'algorithm', 'and', 'its', 'applications', 'to', 'iot', 'and', 'computer', 'vision']","['adversarial network and encoder', 'convolutional network', 'deep learning', 'internet of things', 'recurrent network']","Deepan P,Sudha LR",Deep Learning Algorithm and Its Applications to IoT and Computer Vision,"Adversarial network and encoder,Convolutional network,Deep learning,Internet of Things,Recurrent network"
"['abudawood ga', 'ashi hm', 'almarzouki nk']","['computer', 'vision', 'syndrome', 'among', 'undergraduate', 'medical', 'students', 'in', 'king', 'abdulaziz', 'university,', 'jeddah,', 'saudi', 'arabia']","['computer vision syndrome', 'dry eye disease']","Abudawood GA,Ashi HM,Almarzouki NK","Computer Vision Syndrome among Undergraduate Medical Students in King Abdulaziz University, Jeddah, Saudi Arabia","computer vision syndrome,dry eye disease","['khanal sr', 'paulino d', 'sampaio j', 'barroso j', 'reis a', 'filipe v']","['a', 'review', 'on', 'computer', 'vision', 'technology', 'for', 'physical', 'exercise', 'monitoring']","['computer vision', 'contactless technology', 'deep learning', 'exercise monitoring', 'physical activity', 'vital sign monitoring']","Khanal SR,Paulino D,Sampaio J,Barroso J,Reis A,Filipe V",A Review on Computer Vision Technology for Physical Exercise Monitoring,"computer vision,contactless technology,deep learning,exercise monitoring,physical activity,vital sign monitoring"
"['abudawood ga', 'ashi hm', 'almarzouki nk']","['computer', 'vision', 'syndrome', 'among', 'undergraduate', 'medical', 'students', 'in', 'king', 'abdulaziz', 'university,', 'jeddah,', 'saudi', 'arabia']","['computer vision syndrome', 'dry eye disease']","Abudawood GA,Ashi HM,Almarzouki NK","Computer Vision Syndrome among Undergraduate Medical Students in King Abdulaziz University, Jeddah, Saudi Arabia","computer vision syndrome,dry eye disease","['akbarian s', 'nelder mp', 'russell cb', 'cawston t', 'moreno l', 'patel sn', 'allen vg', 'dolatabadi e']","['a', 'computer', 'vision', 'approach', 'to', 'identifying', 'ticks', 'related', 'to', 'lyme', 'disease']","['computer vision', 'ixodes scapularis', 'lyme disease', 'convolution neural network', 'infectious disease', 'knowledge transfer', 'public health', 'surveillance', 'vector-borne disease']","Akbarian S,Nelder MP,Russell CB,Cawston T,Moreno L,Patel SN,Allen VG,Dolatabadi E",A Computer Vision Approach to Identifying Ticks Related to Lyme Disease,"Computer vision,Ixodes scapularis,Lyme disease,convolution neural network,infectious disease,knowledge transfer,public health,surveillance,vector-borne disease"
"['khemasuwan d', 'sorensen js', 'colt hg']","['artificial', 'intelligence', 'in', 'pulmonary', 'medicine:', 'computer', 'vision,', 'predictive', 'model', 'and', 'covid-19']","['artificial intelligent', 'deep learning', 'machine learning', 'pulmonary specialist']","Khemasuwan D,Sorensen JS,Colt HG","Artificial intelligence in pulmonary medicine: Computer vision, predictive model and covid-19","artificial intelligent,deep learning,machine learning,pulmonary specialist","['jain y', 'gandhi h', 'burte a', 'vora a']","['mental', 'and', 'physical', 'health', 'management', 'system', 'using', 'ml,', 'computer', 'vision', 'and', 'iot', 'sensor', 'network']","['arduino uno', 'chatbot', 'image processing', 'iot', 'convolutional neural network']","Jain Y,Gandhi H,Burte A,Vora A","Mental and Physical Health Management System Using ML, Computer Vision and IoT Sensor Network","Arduino UNO,Chatbot,Image processing,IoT,convolutional neural network"
"['khemasuwan d', 'sorensen js', 'colt hg']","['artificial', 'intelligence', 'in', 'pulmonary', 'medicine:', 'computer', 'vision,', 'predictive', 'model', 'and', 'covid-19']","['artificial intelligent', 'deep learning', 'machine learning', 'pulmonary specialist']","Khemasuwan D,Sorensen JS,Colt HG","Artificial intelligence in pulmonary medicine: Computer vision, predictive model and covid-19","artificial intelligent,deep learning,machine learning,pulmonary specialist","['aboneh t', 'rorissa a', 'srinivasagan r', 'gemechu a']","['computer', 'vision', 'framework', 'for', 'wheat', 'disease', 'identification', 'and', 'classification', 'using', 'jetson', 'gpu', 'infrastructure']","['agriculture', 'computer vision', 'deep learning model', 'wheat disease']","Aboneh T,Rorissa A,Srinivasagan R,Gemechu A",Computer Vision Framework for Wheat Disease Identification and Classification Using Jetson GPU Infrastructure,"agriculture,computer vision,deep learning model,wheat disease"
"['okinda c', 'nyalala i', 'korohou t', 'okinda c', 'wang j', 'achieng t', 'wamalwa p', 'mang t', 'shen m']","['a', 'review', 'on', 'computer', 'vision', 'systems', 'in', 'monitoring', 'of', 'poultry:', 'a', 'welfare', 'perspective']","['computer vision', 'deep learning', 'machine learning', 'monitoring', 'poultry', 'welfare']","Okinda C,Nyalala I,Korohou T,Okinda C,Wang J,Achieng T,Wamalwa P,Mang T,Shen M",A review on computer vision systems in monitoring of poultry: A welfare perspective,"Computer vision,Deep learning,Machine learning,Monitoring,Poultry,Welfare","['sánchez-valerio mr', 'mohamed-noriega k', 'zamora-ginez i', 'duarte bg', 'vallejo-ruiz v']","['dry', 'eye', 'disease', 'association', 'with', 'computer', 'exposure', 'time', 'among', 'subjects', 'with', 'computer', 'vision', 'syndrome']","['computer vision syndrome', 'dry eye disease']","Sánchez-Valerio MR,Mohamed-Noriega K,Zamora-Ginez I,Duarte BG,Vallejo-Ruiz V",Dry eye disease association with computer exposure time among subjects with computer vision syndrome,"Computer vision syndrome,Dry eye disease"
"['luo c', 'pearson p', 'xu g', 'rich sm']","['a', 'computer', 'vision-based', 'approach', 'for', 'tick', 'identification', 'using', 'deep', 'learning', 'models']","['computer vision', 'medical entomology', 'ticks']","Luo C,Pearson P,Xu G,Rich SM",A Computer Vision-Based Approach for Tick Identification Using Deep Learning Models,"Computer vision,Medical entomology,Ticks","['adane f', 'alamneh ym', 'desta m']","['computer', 'vision', 'syndrome', 'and', 'predictors', 'among', 'computer', 'users', 'in', 'ethiopia:', 'a', 'systematic', 'review', 'and', 'meta-analysis']","['bankers', 'cvs', 'computer vision syndrome', 'employees', 'meta-analysis and ethiopia', 'secretaries', 'system review']","Adane F,Alamneh YM,Desta M",Computer vision syndrome and predictors among computer users in Ethiopia: a systematic review and meta-analysis,"Bankers,CVS,Computer vision syndrome,Employees,Meta-analysis and Ethiopia,Secretaries,System review"
"['akbarian s', 'nelder mp', 'russell cb', 'cawston t', 'moreno l', 'patel sn', 'allen vg', 'dolatabadi e']","['a', 'computer', 'vision', 'approach', 'to', 'identifying', 'ticks', 'related', 'to', 'lyme', 'disease']","['computer vision', 'ixodes scapularis', 'lyme disease', 'convolution neural network', 'infectious disease', 'knowledge transfer', 'public health', 'surveillance', 'vector-borne disease']","Akbarian S,Nelder MP,Russell CB,Cawston T,Moreno L,Patel SN,Allen VG,Dolatabadi E",A Computer Vision Approach to Identifying Ticks Related to Lyme Disease,"Computer vision,Ixodes scapularis,Lyme disease,convolution neural network,infectious disease,knowledge transfer,public health,surveillance,vector-borne disease","['hassan h', 'ren z', 'zhao h', 'huang s', 'li d', 'xiang s', 'kang y', 'chen s', 'huang b']","['review', 'and', 'classification', 'of', 'ai-enabled', 'covid-19', 'ct', 'imaging', 'models', 'based', 'on', 'computer', 'vision', 'tasks']","['covid-19', 'covid-19 classification', 'covid-19 detection', 'covid-19 diagnosis', 'image segmentation']","Hassan H,Ren Z,Zhao H,Huang S,Li D,Xiang S,Kang Y,Chen S,Huang B",Review and classification of AI-enabled COVID-19 CT imaging models based on computer vision tasks,"COVID-19,COVID-19 classification,COVID-19 detection,COVID-19 diagnosis,Image segmentation"
"['sánchez-brau m', 'domenech-amigot b', 'brocal-fernández f', 'quesada-rico ja', 'seguí-crespo m']","['prevalence', 'of', 'computer', 'vision', 'syndrome', 'and', 'its', 'relationship', 'with', 'ergonomic', 'and', 'individual', 'factors', 'in', 'presbyopic', 'vdt', 'workers', 'using', 'progressive', 'addition', 'lenses']","['computer vision syndrome', 'ergonomics', 'presbyopia', 'progressive addition lenses', 'video display terminals', 'workplace']","Sánchez-Brau M,Domenech-Amigot B,Brocal-Fernández F,Quesada-Rico JA,Seguí-Crespo M",Prevalence of Computer Vision Syndrome and Its Relationship with Ergonomic and Individual Factors in Presbyopic VDT Workers Using Progressive Addition Lenses,"computer vision syndrome,ergonomics,presbyopia,progressive addition lenses,video display terminals,workplace","['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['computer', 'vision,', 'iot', 'and', 'data', 'fusion', 'for', 'crop', 'disease', 'detection', 'using', 'machine', 'learning:', 'a', 'survey', 'and', 'ongoing', 'research']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']","Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R","Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research","Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing"
