Authors_l,Authors_r,Title_l,Title_r,Keywords_l,Keywords_r,Flag,Pair of Article,Authors_l_raw,Authors_r_raw,Title_l_raw,Title_r_raw,Keywords_l_raw,Keywords_r_raw,Sim_Prefix,Sim_Authors,Sim_Title,Sim_Keywords,Similarity
['tombe r'],"['akbarian s', 'nelder mp', 'russell cb', 'cawston t', 'moreno l', 'patel sn', 'allen vg', 'dolatabadi e']","['computer', 'vision', 'smart', 'farming', 'sustainable', 'agriculture']","['computer', 'vision', 'approach', 'identifying', 'ticks', 'related', 'lyme', 'disease']","['big data processing', 'computer vision', 'deep learning', 'drones', 'machine learning', 'remote sensing images']","['computer vision', 'ixodes scapularis', 'lyme disease', 'convolution neural network', 'infectious disease', 'knowledge transfer', 'public health', 'surveillance', 'vector-borne disease']",0,494,Tombe R,"Akbarian S,Nelder MP,Russell CB,Cawston T,Moreno L,Patel SN,Allen VG,Dolatabadi E",Computer Vision for Smart Farming and Sustainable Agriculture,A Computer Vision Approach to Identifying Ticks Related to Lyme Disease,"big data processing,computer vision,deep learning,drones,machine learning,remote sensing images","Computer vision,Ixodes scapularis,Lyme disease,convolution neural network,infectious disease,knowledge transfer,public health,surveillance,vector-borne disease",0.772727,0,0.166667,0.071429,0.079365
"['sood s', 'singh h']","['luo c', 'pearson p', 'xu g', 'rich sm']","['computer', 'vision', 'machine', 'learning', 'based', 'approaches', 'food', 'security', ':', 'review']","['computer', 'vision-based', 'approach', 'tick', 'identification', 'using', 'deep', 'learning', 'models']","['convolutional neural network', 'deep learning', 'food ssecurity', 'smart farming']","['computer vision', 'medical entomology', 'ticks']",0,506,"Sood S,Singh H","Luo C,Pearson P,Xu G,Rich SM",Computer Vision and Machine Learning based approaches for Food Security: A Review,A Computer Vision-Based Approach for Tick Identification Using Deep Learning Models,"Convolutional neural network,Deep learning,Food Ssecurity,Smart farming","Computer vision,Medical entomology,Ticks",0.8,0,0.117647,0,0.039216
"['sood s', 'singh h']","['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['computer', 'vision', 'machine', 'learning', 'based', 'approaches', 'food', 'security', ':', 'review']","['computer', 'vision', ',', 'iot', 'data', 'fusion', 'crop', 'disease', 'detection', 'using', 'machine', 'learning', ':', 'survey', 'ongoing', 'research']","['convolutional neural network', 'deep learning', 'food ssecurity', 'smart farming']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']",0,513,"Sood S,Singh H","Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R",Computer Vision and Machine Learning based approaches for Food Security: A Review,"Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research","Convolutional neural network,Deep learning,Food Ssecurity,Smart farming","Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing",0.875,0,0.238095,0,0.079365
"['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['uryasheva a', 'kalashnikova a', 'shadrin d', 'evteeva k', 'moskovtsev e', 'rodichenko n']","['computer', 'vision', ',', 'iot', 'data', 'fusion', 'crop', 'disease', 'detection', 'using', 'machine', 'learning', ':', 'survey', 'ongoing', 'research']","['computer', 'vision-based', 'platform', 'apple', 'leaves', 'segmentation', 'field', 'conditions', 'support', 'digital', 'phenotyping']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']","['computer vision', 'image processing', 'plant disease detection', 'precision agriculture', 'remote sensing']",1,517,"Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R","Uryasheva A,Kalashnikova A,Shadrin D,Evteeva K,Moskovtsev E,Rodichenko N","Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research",Computer vision-based platform for apple leaves segmentation in field conditions to support digital phenotyping,"Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing","Computer vision,Image processing,Plant disease detection,Precision agriculture,Remote sensing",0.833333,0,0.038462,0.111111,0.049858
"['vij r', 'arora s']","['uryasheva a', 'kalashnikova a', 'shadrin d', 'evteeva k', 'moskovtsev e', 'rodichenko n']","['computer', 'vision', 'deep', 'learning', 'techniques', 'neurodegenerative', 'diseases', 'analysis', 'using', 'neuroimaging', ':', 'survey']","['computer', 'vision-based', 'platform', 'apple', 'leaves', 'segmentation', 'field', 'conditions', 'support', 'digital', 'phenotyping']","['artificial intelligence', 'computer vision', 'deep learning', 'medical imaging modalities', 'neurodegenerative diseases', 'neuroimages']","['computer vision', 'image processing', 'plant disease detection', 'precision agriculture', 'remote sensing']",0,529,"Vij R,Arora S","Uryasheva A,Kalashnikova A,Shadrin D,Evteeva K,Moskovtsev E,Rodichenko N",Computer Vision with Deep Learning Techniques for Neurodegenerative Diseases Analysis Using Neuroimaging: A Survey,Computer vision-based platform for apple leaves segmentation in field conditions to support digital phenotyping,"Artificial intelligence,Computer vision,Deep learning,Medical imaging modalities,Neurodegenerative diseases,Neuroimages","Computer vision,Image processing,Plant disease detection,Precision agriculture,Remote sensing",0.791667,0,0.045455,0.1,0.048485
"['punia r', 'kumar l', 'mujahid m', 'rohilla r']","['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['computer', 'vision', 'radiology', 'covid-19', 'detection']","['computer', 'vision', ',', 'iot', 'data', 'fusion', 'crop', 'disease', 'detection', 'using', 'machine', 'learning', ':', 'survey', 'ongoing', 'research']","['covid-19', 'computer vision', 'radiology']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']",0,538,"Punia R,Kumar L,Mujahid M,Rohilla R","Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R",Computer vision and radiology for COVID-19 detection,"Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research","COVID-19,Computer Vision,Radiology","Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing",0.72,0,0.166667,0,0.055556
"['aboneh t', 'rorissa a', 'srinivasagan r', 'gemechu a']","['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['computer', 'vision', 'framework', 'wheat', 'disease', 'identification', 'classification', 'using', 'jetson', 'gpu', 'infrastructure']","['computer', 'vision', ',', 'iot', 'data', 'fusion', 'crop', 'disease', 'detection', 'using', 'machine', 'learning', ':', 'survey', 'ongoing', 'research']","['agriculture', 'computer vision', 'deep learning model', 'wheat disease']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']",1,539,"Aboneh T,Rorissa A,Srinivasagan R,Gemechu A","Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R",Computer Vision Framework for Wheat Disease Identification and Classification Using Jetson GPU Infrastructure,"Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research","agriculture,computer vision,deep learning model,wheat disease","Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing",0.76,0,0.173913,0,0.057971
"['khanal sr', 'paulino d', 'sampaio j', 'barroso j', 'reis a', 'filipe v']","['hassan h', 'ren z', 'zhao h', 'huang s', 'li d', 'xiang s', 'kang y', 'chen s', 'huang b']","['review', 'computer', 'vision', 'technology', 'physical', 'exercise', 'monitoring']","['review', 'classification', 'ai-enabled', 'covid-19', 'ct', 'imaging', 'models', 'based', 'computer', 'vision', 'tasks']","['computer vision', 'contactless technology', 'deep learning', 'exercise monitoring', 'physical activity', 'vital sign monitoring']","['covid-19', 'covid-19 classification', 'covid-19 detection', 'covid-19 diagnosis', 'image segmentation']",0,543,"Khanal SR,Paulino D,Sampaio J,Barroso J,Reis A,Filipe V","Hassan H,Ren Z,Zhao H,Huang S,Li D,Xiang S,Kang Y,Chen S,Huang B",A Review on Computer Vision Technology for Physical Exercise Monitoring,Review and classification of AI-enabled COVID-19 CT imaging models based on computer vision tasks,"computer vision,contactless technology,deep learning,exercise monitoring,physical activity,vital sign monitoring","COVID-19,COVID-19 classification,COVID-19 detection,COVID-19 diagnosis,Image segmentation",0.62963,0,0.2,0,0.066667
"['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['vij r', 'arora s']","['computer', 'vision', ',', 'iot', 'data', 'fusion', 'crop', 'disease', 'detection', 'using', 'machine', 'learning', ':', 'survey', 'ongoing', 'research']","['computer', 'vision', 'deep', 'learning', 'techniques', 'neurodegenerative', 'diseases', 'analysis', 'using', 'neuroimaging', ':', 'survey']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']","['artificial intelligence', 'computer vision', 'deep learning', 'medical imaging modalities', 'neurodegenerative diseases', 'neuroimages']",0,556,"Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R","Vij R,Arora S","Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research",Computer Vision with Deep Learning Techniques for Neurodegenerative Diseases Analysis Using Neuroimaging: A Survey,"Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing","Artificial intelligence,Computer vision,Deep learning,Medical imaging modalities,Neurodegenerative diseases,Neuroimages",0.869565,0,0.272727,0,0.090909
"['sood s', 'singh h']","['aboneh t', 'rorissa a', 'srinivasagan r', 'gemechu a']","['computer', 'vision', 'machine', 'learning', 'based', 'approaches', 'food', 'security', ':', 'review']","['computer', 'vision', 'framework', 'wheat', 'disease', 'identification', 'classification', 'using', 'jetson', 'gpu', 'infrastructure']","['convolutional neural network', 'deep learning', 'food ssecurity', 'smart farming']","['agriculture', 'computer vision', 'deep learning model', 'wheat disease']",0,565,"Sood S,Singh H","Aboneh T,Rorissa A,Srinivasagan R,Gemechu A",Computer Vision and Machine Learning based approaches for Food Security: A Review,Computer Vision Framework for Wheat Disease Identification and Classification Using Jetson GPU Infrastructure,"Convolutional neural network,Deep learning,Food Ssecurity,Smart farming","agriculture,computer vision,deep learning model,wheat disease",0.8,0,0.105263,0,0.035088
"['akbarian s', 'nelder mp', 'russell cb', 'cawston t', 'moreno l', 'patel sn', 'allen vg', 'dolatabadi e']","['uryasheva a', 'kalashnikova a', 'shadrin d', 'evteeva k', 'moskovtsev e', 'rodichenko n']","['computer', 'vision', 'approach', 'identifying', 'ticks', 'related', 'lyme', 'disease']","['computer', 'vision-based', 'platform', 'apple', 'leaves', 'segmentation', 'field', 'conditions', 'support', 'digital', 'phenotyping']","['computer vision', 'ixodes scapularis', 'lyme disease', 'convolution neural network', 'infectious disease', 'knowledge transfer', 'public health', 'surveillance', 'vector-borne disease']","['computer vision', 'image processing', 'plant disease detection', 'precision agriculture', 'remote sensing']",1,572,"Akbarian S,Nelder MP,Russell CB,Cawston T,Moreno L,Patel SN,Allen VG,Dolatabadi E","Uryasheva A,Kalashnikova A,Shadrin D,Evteeva K,Moskovtsev E,Rodichenko N",A Computer Vision Approach to Identifying Ticks Related to Lyme Disease,Computer vision-based platform for apple leaves segmentation in field conditions to support digital phenotyping,"Computer vision,Ixodes scapularis,Lyme disease,convolution neural network,infectious disease,knowledge transfer,public health,surveillance,vector-borne disease","Computer vision,Image processing,Plant disease detection,Precision agriculture,Remote sensing",0.869565,0,0.055556,0.076923,0.044160
"['tian h', 'wang t', 'liu y', 'qiao x', 'li y']","['sood s', 'singh h']","['computer', 'vision', 'technology', 'agricultural', 'automation', 'â€”a', 'review']","['computer', 'vision', 'machine', 'learning', 'based', 'approaches', 'food', 'security', ':', 'review']","['agricultural automation', 'computer vision', 'image processing', 'intelligent detection']","['convolutional neural network', 'deep learning', 'food ssecurity', 'smart farming']",0,603,"Tian H,Wang T,Liu Y,Qiao X,Li Y","Sood S,Singh H",Computer vision technology in agricultural automation â€”A review,Computer Vision and Machine Learning based approaches for Food Security: A Review,"Agricultural automation,Computer vision,Image processing,Intelligent detection","Convolutional neural network,Deep learning,Food Ssecurity,Smart farming",0.791667,0,0.214286,0,0.071429
"['punia r', 'kumar l', 'mujahid m', 'rohilla r']","['adane f', 'alamneh ym', 'desta m']","['computer', 'vision', 'radiology', 'covid-19', 'detection']","['computer', 'vision', 'syndrome', 'predictors', 'among', 'computer', 'users', 'ethiopia', ':', 'systematic', 'review', 'meta-analysis']","['covid-19', 'computer vision', 'radiology']","['bankers', 'cvs', 'computer vision syndrome', 'employees', 'meta-analysis and ethiopia', 'secretaries', 'system review']",0,607,"Punia R,Kumar L,Mujahid M,Rohilla R","Adane F,Alamneh YM,Desta M",Computer vision and radiology for COVID-19 detection,Computer vision syndrome and predictors among computer users in Ethiopia: a systematic review and meta-analysis,"COVID-19,Computer Vision,Radiology","Bankers,CVS,Computer vision syndrome,Employees,Meta-analysis and Ethiopia,Secretaries,System review",0.791667,0,0.142857,0,0.047619
"['akbarian s', 'cawston t', 'moreno l', 'patel s', 'allen v', 'dolatabadi e']","['sood s', 'singh h']","['computer', 'vision', 'approach', 'combat', 'lyme', 'disease']","['computer', 'vision', 'machine', 'learning', 'based', 'approaches', 'food', 'security', ':', 'review']","['computer vision', 'convolution neural network', 'ixodes', 'knowledge transfer', 'lyme disease']","['convolutional neural network', 'deep learning', 'food ssecurity', 'smart farming']",0,609,"Akbarian S,Cawston T,Moreno L,Patel S,Allen V,Dolatabadi E","Sood S,Singh H",A Computer Vision Approach to Combat Lyme Disease,Computer Vision and Machine Learning based approaches for Food Security: A Review,"Computer Vision,Convolution Neural Network,Ixodes,Knowledge Transfer,Lyme disease","Convolutional neural network,Deep learning,Food Ssecurity,Smart farming",0.826087,0,0.142857,0,0.047619
"['singh u', 'srivastava a', 'chauhan d', 'singh a']","['aboneh t', 'rorissa a', 'srinivasagan r', 'gemechu a']","['computer', 'vision', 'technique', 'detection', 'grape', 'esca', '(', 'black', 'measles', ')', 'disease', 'grape', 'leaf', 'samples']","['computer', 'vision', 'framework', 'wheat', 'disease', 'identification', 'classification', 'using', 'jetson', 'gpu', 'infrastructure']","['features extraction', 'grape esca (black measles)', 'metamorphose', 'svm (support vector machine)']","['agriculture', 'computer vision', 'deep learning model', 'wheat disease']",1,620,"Singh U,Srivastava A,Chauhan D,Singh A","Aboneh T,Rorissa A,Srinivasagan R,Gemechu A",Computer Vision Technique for Detection of Grape Esca (Black Measles) Disease from Grape Leaf Samples,Computer Vision Framework for Wheat Disease Identification and Classification Using Jetson GPU Infrastructure,"Features Extraction,Grape Esca (Black Measles),Metamorphose,SVM (Support Vector Machine)","agriculture,computer vision,deep learning model,wheat disease",0.769231,0,0.142857,0,0.047619
"['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['luo c', 'pearson p', 'xu g', 'rich sm']","['computer', 'vision', ',', 'iot', 'data', 'fusion', 'crop', 'disease', 'detection', 'using', 'machine', 'learning', ':', 'survey', 'ongoing', 'research']","['computer', 'vision-based', 'approach', 'tick', 'identification', 'using', 'deep', 'learning', 'models']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']","['computer vision', 'medical entomology', 'ticks']",0,648,"Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R","Luo C,Pearson P,Xu G,Rich SM","Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research",A Computer Vision-Based Approach for Tick Identification Using Deep Learning Models,"Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing","Computer vision,Medical entomology,Ticks",0.76,0,0.136364,0,0.045455
['tombe r'],"['adane f', 'alamneh ym', 'desta m']","['computer', 'vision', 'smart', 'farming', 'sustainable', 'agriculture']","['computer', 'vision', 'syndrome', 'predictors', 'among', 'computer', 'users', 'ethiopia', ':', 'systematic', 'review', 'meta-analysis']","['big data processing', 'computer vision', 'deep learning', 'drones', 'machine learning', 'remote sensing images']","['bankers', 'cvs', 'computer vision syndrome', 'employees', 'meta-analysis and ethiopia', 'secretaries', 'system review']",0,654,Tombe R,"Adane F,Alamneh YM,Desta M",Computer Vision for Smart Farming and Sustainable Agriculture,Computer vision syndrome and predictors among computer users in Ethiopia: a systematic review and meta-analysis,"big data processing,computer vision,deep learning,drones,machine learning,remote sensing images","Bankers,CVS,Computer vision syndrome,Employees,Meta-analysis and Ethiopia,Secretaries,System review",0.666667,0,0.133333,0,0.044444
"['akbarian s', 'cawston t', 'moreno l', 'patel s', 'allen v', 'dolatabadi e']","['adane f', 'alamneh ym', 'desta m']","['computer', 'vision', 'approach', 'combat', 'lyme', 'disease']","['computer', 'vision', 'syndrome', 'predictors', 'among', 'computer', 'users', 'ethiopia', ':', 'systematic', 'review', 'meta-analysis']","['computer vision', 'convolution neural network', 'ixodes', 'knowledge transfer', 'lyme disease']","['bankers', 'cvs', 'computer vision syndrome', 'employees', 'meta-analysis and ethiopia', 'secretaries', 'system review']",0,660,"Akbarian S,Cawston T,Moreno L,Patel S,Allen V,Dolatabadi E","Adane F,Alamneh YM,Desta M",A Computer Vision Approach to Combat Lyme Disease,Computer vision syndrome and predictors among computer users in Ethiopia: a systematic review and meta-analysis,"Computer Vision,Convolution Neural Network,Ixodes,Knowledge Transfer,Lyme disease","Bankers,CVS,Computer vision syndrome,Employees,Meta-analysis and Ethiopia,Secretaries,System review",0.782609,0,0.133333,0,0.044444
"['an r', 'man y', 'iram s', 'kucukal e', 'hasan mn', 'solis-fuentes a', 'bode a', 'hill a', 'cheng k', 'huang y', 'ahuja s', 'little ja', 'hinczewski m', 'gurkan ua']","['singh u', 'srivastava a', 'chauhan d', 'singh a']","['computer', 'vision', 'deep', 'learning', 'assisted', 'microchip', 'electrophoresis', 'integrated', 'anemia', 'sickle', 'cell', 'disease', 'screening']","['computer', 'vision', 'technique', 'detection', 'grape', 'esca', '(', 'black', 'measles', ')', 'disease', 'grape', 'leaf', 'samples']","['anemia', 'artificial neural network', 'computer vision', 'deep learning']","['features extraction', 'grape esca (black measles)', 'metamorphose', 'svm (support vector machine)']",0,681,"An R,Man Y,Iram S,Kucukal E,Hasan MN,Solis-Fuentes A,Bode A,Hill A,Cheng K,Huang Y,Ahuja S,Little JA,Hinczewski M,Gurkan UA","Singh U,Srivastava A,Chauhan D,Singh A",Computer Vision and Deep Learning Assisted Microchip Electrophoresis for Integrated Anemia and Sickle Cell Disease Screening,Computer Vision Technique for Detection of Grape Esca (Black Measles) Disease from Grape Leaf Samples,"anemia,artificial neural network,computer vision,deep learning","Features Extraction,Grape Esca (Black Measles),Metamorphose,SVM (Support Vector Machine)",0.791667,0,0.130435,0,0.043478
['tombe r'],"['singh u', 'srivastava a', 'chauhan d', 'singh a']","['computer', 'vision', 'smart', 'farming', 'sustainable', 'agriculture']","['computer', 'vision', 'technique', 'detection', 'grape', 'esca', '(', 'black', 'measles', ')', 'disease', 'grape', 'leaf', 'samples']","['big data processing', 'computer vision', 'deep learning', 'drones', 'machine learning', 'remote sensing images']","['features extraction', 'grape esca (black measles)', 'metamorphose', 'svm (support vector machine)']",1,697,Tombe R,"Singh U,Srivastava A,Chauhan D,Singh A",Computer Vision for Smart Farming and Sustainable Agriculture,Computer Vision Technique for Detection of Grape Esca (Black Measles) Disease from Grape Leaf Samples,"big data processing,computer vision,deep learning,drones,machine learning,remote sensing images","Features Extraction,Grape Esca (Black Measles),Metamorphose,SVM (Support Vector Machine)",0.75,0,0.117647,0,0.039216
"['sood s', 'singh h']","['akbarian s', 'nelder mp', 'russell cb', 'cawston t', 'moreno l', 'patel sn', 'allen vg', 'dolatabadi e']","['computer', 'vision', 'machine', 'learning', 'based', 'approaches', 'food', 'security', ':', 'review']","['computer', 'vision', 'approach', 'identifying', 'ticks', 'related', 'lyme', 'disease']","['convolutional neural network', 'deep learning', 'food ssecurity', 'smart farming']","['computer vision', 'ixodes scapularis', 'lyme disease', 'convolution neural network', 'infectious disease', 'knowledge transfer', 'public health', 'surveillance', 'vector-borne disease']",0,698,"Sood S,Singh H","Akbarian S,Nelder MP,Russell CB,Cawston T,Moreno L,Patel SN,Allen VG,Dolatabadi E",Computer Vision and Machine Learning based approaches for Food Security: A Review,A Computer Vision Approach to Identifying Ticks Related to Lyme Disease,"Convolutional neural network,Deep learning,Food Ssecurity,Smart farming","Computer vision,Ixodes scapularis,Lyme disease,convolution neural network,infectious disease,knowledge transfer,public health,surveillance,vector-borne disease",0.833333,0,0.125,0,0.041667
"['abudawood ga', 'ashi hm', 'almarzouki nk']","['tian h', 'wang t', 'liu y', 'qiao x', 'li y']","['computer', 'vision', 'syndrome', 'among', 'undergraduate', 'medical', 'students', 'king', 'abdulaziz', 'university', ',', 'jeddah', ',', 'saudi', 'arabia']","['computer', 'vision', 'technology', 'agricultural', 'automation', 'â€”a', 'review']","['computer vision syndrome', 'dry eye disease']","['agricultural automation', 'computer vision', 'image processing', 'intelligent detection']",0,699,"Abudawood GA,Ashi HM,Almarzouki NK","Tian H,Wang T,Liu Y,Qiao X,Li Y","Computer Vision Syndrome among Undergraduate Medical Students in King Abdulaziz University, Jeddah, Saudi Arabia",Computer vision technology in agricultural automation â€”A review,"computer vision syndrome,dry eye disease","Agricultural automation,Computer vision,Image processing,Intelligent detection",0.692308,0,0.105263,0,0.035088
"['akbarian s', 'cawston t', 'moreno l', 'patel s', 'allen v', 'dolatabadi e']","['singh u', 'srivastava a', 'chauhan d', 'singh a']","['computer', 'vision', 'approach', 'combat', 'lyme', 'disease']","['computer', 'vision', 'technique', 'detection', 'grape', 'esca', '(', 'black', 'measles', ')', 'disease', 'grape', 'leaf', 'samples']","['computer vision', 'convolution neural network', 'ixodes', 'knowledge transfer', 'lyme disease']","['features extraction', 'grape esca (black measles)', 'metamorphose', 'svm (support vector machine)']",0,702,"Akbarian S,Cawston T,Moreno L,Patel S,Allen V,Dolatabadi E","Singh U,Srivastava A,Chauhan D,Singh A",A Computer Vision Approach to Combat Lyme Disease,Computer Vision Technique for Detection of Grape Esca (Black Measles) Disease from Grape Leaf Samples,"Computer Vision,Convolution Neural Network,Ixodes,Knowledge Transfer,Lyme disease","Features Extraction,Grape Esca (Black Measles),Metamorphose,SVM (Support Vector Machine)",0.72,0,0.1875,0,0.062500
"['adane f', 'alamneh ym', 'desta m']","['akbarian s', 'nelder mp', 'russell cb', 'cawston t', 'moreno l', 'patel sn', 'allen vg', 'dolatabadi e']","['computer', 'vision', 'syndrome', 'predictors', 'among', 'computer', 'users', 'ethiopia', ':', 'systematic', 'review', 'meta-analysis']","['computer', 'vision', 'approach', 'identifying', 'ticks', 'related', 'lyme', 'disease']","['bankers', 'cvs', 'computer vision syndrome', 'employees', 'meta-analysis and ethiopia', 'secretaries', 'system review']","['computer vision', 'ixodes scapularis', 'lyme disease', 'convolution neural network', 'infectious disease', 'knowledge transfer', 'public health', 'surveillance', 'vector-borne disease']",0,731,"Adane F,Alamneh YM,Desta M","Akbarian S,Nelder MP,Russell CB,Cawston T,Moreno L,Patel SN,Allen VG,Dolatabadi E",Computer vision syndrome and predictors among computer users in Ethiopia: a systematic review and meta-analysis,A Computer Vision Approach to Identifying Ticks Related to Lyme Disease,"Bankers,CVS,Computer vision syndrome,Employees,Meta-analysis and Ethiopia,Secretaries,System review","Computer vision,Ixodes scapularis,Lyme disease,convolution neural network,infectious disease,knowledge transfer,public health,surveillance,vector-borne disease",0.791667,0,0.117647,0,0.039216
"['singh u', 'srivastava a', 'chauhan d', 'singh a']","['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['computer', 'vision', 'technique', 'detection', 'grape', 'esca', '(', 'black', 'measles', ')', 'disease', 'grape', 'leaf', 'samples']","['computer', 'vision', ',', 'iot', 'data', 'fusion', 'crop', 'disease', 'detection', 'using', 'machine', 'learning', ':', 'survey', 'ongoing', 'research']","['features extraction', 'grape esca (black measles)', 'metamorphose', 'svm (support vector machine)']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']",1,747,"Singh U,Srivastava A,Chauhan D,Singh A","Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R",Computer Vision Technique for Detection of Grape Esca (Black Measles) Disease from Grape Leaf Samples,"Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research","Features Extraction,Grape Esca (Black Measles),Metamorphose,SVM (Support Vector Machine)","Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing",0.703704,0,0.16,0,0.053333
"['singh u', 'srivastava a', 'chauhan d', 'singh a']","['hridoy rh', 'akter f', 'mahfuzullah m', 'ferdowsy f']","['computer', 'vision', 'technique', 'detection', 'grape', 'esca', '(', 'black', 'measles', ')', 'disease', 'grape', 'leaf', 'samples']","['computer', 'vision', 'based', 'food', 'recognition', 'approach', 'controlling', 'inflammation', 'enhance', 'quality', 'life', 'psoriasis', 'patients']","['features extraction', 'grape esca (black measles)', 'metamorphose', 'svm (support vector machine)']","['computer vision', 'deep learning', 'food recognition', 'psoriasis', 'transfer learning']",0,748,"Singh U,Srivastava A,Chauhan D,Singh A","Hridoy RH,Akter F,Mahfuzullah M,Ferdowsy F",Computer Vision Technique for Detection of Grape Esca (Black Measles) Disease from Grape Leaf Samples,A Computer Vision Based Food Recognition Approach for Controlling Inflammation to Enhance Quality of Life of Psoriasis Patients,"Features Extraction,Grape Esca (Black Measles),Metamorphose,SVM (Support Vector Machine)","Computer Vision,Deep Learning,Food Recognition,Psoriasis,Transfer Learning",0.84,0,0.083333,0,0.027778
"['an r', 'man y', 'iram s', 'kucukal e', 'hasan mn', 'solis-fuentes a', 'bode a', 'hill a', 'cheng k', 'huang y', 'ahuja s', 'little ja', 'hinczewski m', 'gurkan ua']","['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['computer', 'vision', 'deep', 'learning', 'assisted', 'microchip', 'electrophoresis', 'integrated', 'anemia', 'sickle', 'cell', 'disease', 'screening']","['computer', 'vision', ',', 'iot', 'data', 'fusion', 'crop', 'disease', 'detection', 'using', 'machine', 'learning', ':', 'survey', 'ongoing', 'research']","['anemia', 'artificial neural network', 'computer vision', 'deep learning']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']",0,761,"An R,Man Y,Iram S,Kucukal E,Hasan MN,Solis-Fuentes A,Bode A,Hill A,Cheng K,Huang Y,Ahuja S,Little JA,Hinczewski M,Gurkan UA","Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R",Computer Vision and Deep Learning Assisted Microchip Electrophoresis for Integrated Anemia and Sickle Cell Disease Screening,"Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research","anemia,artificial neural network,computer vision,deep learning","Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing",0.782609,0,0.16,0,0.053333
"['singh u', 'srivastava a', 'chauhan d', 'singh a']","['akbarian s', 'nelder mp', 'russell cb', 'cawston t', 'moreno l', 'patel sn', 'allen vg', 'dolatabadi e']","['computer', 'vision', 'technique', 'detection', 'grape', 'esca', '(', 'black', 'measles', ')', 'disease', 'grape', 'leaf', 'samples']","['computer', 'vision', 'approach', 'identifying', 'ticks', 'related', 'lyme', 'disease']","['features extraction', 'grape esca (black measles)', 'metamorphose', 'svm (support vector machine)']","['computer vision', 'ixodes scapularis', 'lyme disease', 'convolution neural network', 'infectious disease', 'knowledge transfer', 'public health', 'surveillance', 'vector-borne disease']",0,763,"Singh U,Srivastava A,Chauhan D,Singh A","Akbarian S,Nelder MP,Russell CB,Cawston T,Moreno L,Patel SN,Allen VG,Dolatabadi E",Computer Vision Technique for Detection of Grape Esca (Black Measles) Disease from Grape Leaf Samples,A Computer Vision Approach to Identifying Ticks Related to Lyme Disease,"Features Extraction,Grape Esca (Black Measles),Metamorphose,SVM (Support Vector Machine)","Computer vision,Ixodes scapularis,Lyme disease,convolution neural network,infectious disease,knowledge transfer,public health,surveillance,vector-borne disease",0.8,0,0.166667,0,0.055556
