Authors_l,Authors_r,Title_l,Title_r,Keywords_l,Keywords_r,Authors_raw_l,Authors_raw_r,Title_raw_l,Title_raw_r,Keywords_raw_l,Keywords_raw_r,Flag,Pair of Article,Sim_Authors,Sim_Title,Sim_Keywords,Similarity
"['singh u', 'srivastava a', 'chauhan d', 'singh a']","['hassan h', 'ren z', 'zhao h', 'huang s', 'li d', 'xiang s', 'kang y', 'chen s', 'huang b']","['computer', 'vision', 'technique', 'for', 'detection', 'of', 'grape', 'esca', '(black', 'measles)', 'disease', 'from', 'grape', 'leaf', 'samples']","['review', 'and', 'classification', 'of', 'ai-enabled', 'covid-19', 'ct', 'imaging', 'models', 'based', 'on', 'computer', 'vision', 'tasks']","['features extraction', 'grape esca (black measles)', 'metamorphose', 'svm (support vector machine)']","['covid-19', 'covid-19 classification', 'covid-19 detection', 'covid-19 diagnosis', 'image segmentation']","Singh U,Srivastava A,Chauhan D,Singh A","Hassan H,Ren Z,Zhao H,Huang S,Li D,Xiang S,Kang Y,Chen S,Huang B",Computer Vision Technique for Detection of Grape Esca (Black Measles) Disease from Grape Leaf Samples,Review and classification of AI-enabled COVID-19 CT imaging models based on computer vision tasks,"Features Extraction,Grape Esca (Black Measles),Metamorphose,SVM (Support Vector Machine)","COVID-19,COVID-19 classification,COVID-19 detection,COVID-19 diagnosis,Image segmentation",0,889,0.0,0.12,0.0,0.048
"['singh u', 'srivastava a', 'chauhan d', 'singh a']","['al tawil l', 'aldokhayel s', 'zeitouni l', 'qadoumi t', 'hussein s', 'ahamed ss']","['computer', 'vision', 'technique', 'for', 'detection', 'of', 'grape', 'esca', '(black', 'measles)', 'disease', 'from', 'grape', 'leaf', 'samples']","['prevalence', 'of', 'self-reported', 'computer', 'vision', 'syndrome', 'symptoms', 'and', 'its', 'associated', 'factors', 'among', 'university', 'students']","['features extraction', 'grape esca (black measles)', 'metamorphose', 'svm (support vector machine)']","['computer vision syndrome', 'saudi arabia', 'electronic devices', 'university students', 'vision problems']","Singh U,Srivastava A,Chauhan D,Singh A","Al Tawil L,Aldokhayel S,Zeitouni L,Qadoumi T,Hussein S,Ahamed SS",Computer Vision Technique for Detection of Grape Esca (Black Measles) Disease from Grape Leaf Samples,Prevalence of self-reported computer vision syndrome symptoms and its associated factors among university students,"Features Extraction,Grape Esca (Black Measles),Metamorphose,SVM (Support Vector Machine)","Computer vision syndrome,Saudi Arabia,electronic devices,university students,vision problems",0,890,0.0,0.12,0.0,0.048
"['singh u', 'srivastava a', 'chauhan d', 'singh a']","['vij r', 'arora s']","['computer', 'vision', 'technique', 'for', 'detection', 'of', 'grape', 'esca', '(black', 'measles)', 'disease', 'from', 'grape', 'leaf', 'samples']","['computer', 'vision', 'with', 'deep', 'learning', 'techniques', 'for', 'neurodegenerative', 'diseases', 'analysis', 'using', 'neuroimaging:', 'a', 'survey']","['features extraction', 'grape esca (black measles)', 'metamorphose', 'svm (support vector machine)']","['artificial intelligence', 'computer vision', 'deep learning', 'medical imaging modalities', 'neurodegenerative diseases', 'neuroimages']","Singh U,Srivastava A,Chauhan D,Singh A","Vij R,Arora S",Computer Vision Technique for Detection of Grape Esca (Black Measles) Disease from Grape Leaf Samples,Computer Vision with Deep Learning Techniques for Neurodegenerative Diseases Analysis Using Neuroimaging: A Survey,"Features Extraction,Grape Esca (Black Measles),Metamorphose,SVM (Support Vector Machine)","Artificial intelligence,Computer vision,Deep learning,Medical imaging modalities,Neurodegenerative diseases,Neuroimages",0,891,0.0,0.12,0.0,0.048
"['aboneh t', 'rorissa a', 'srinivasagan r', 'gemechu a']","['alhasan as', 'aalam wa']","['computer', 'vision', 'framework', 'for', 'wheat', 'disease', 'identification', 'and', 'classification', 'using', 'jetson', 'gpu', 'infrastructure']","['magnitude', 'and', 'determinants', 'of', 'computer', 'vision', 'syndrome', 'among', 'radiologists', 'in', 'saudi', 'arabia:', 'a', 'national', 'survey']","['agriculture', 'computer vision', 'deep learning model', 'wheat disease']","['computer vision syndrome', 'eyestrain', 'occupational hazards', 'radiologists', 'saudi arabia']","Aboneh T,Rorissa A,Srinivasagan R,Gemechu A","Alhasan AS,Aalam WA",Computer Vision Framework for Wheat Disease Identification and Classification Using Jetson GPU Infrastructure,Magnitude and Determinants of Computer Vision Syndrome Among Radiologists in Saudi Arabia: A National Survey,"agriculture,computer vision,deep learning model,wheat disease","Computer Vision Syndrome,Eyestrain,Occupational hazards,Radiologists,Saudi Arabia",0,892,0.0,0.12,0.0,0.048
"['gazzah s', 'bencharef o']","['olveres j', 'gonzález g', 'torres f', 'moreno-tagle jc', 'carbajal-degante e', 'valencia-rodríguez a', 'méndez-sánchez n', 'escalante- ramírez b']","['a', 'survey', 'on', 'how', 'computer', 'vision', 'can', 'response', 'to', 'urgent', 'need', 'to', 'contribute', 'in', 'covid-19', 'pandemics']","['what', 'is', 'new', 'in', 'computer', 'vision', 'and', 'artificial', 'intelligence', 'in', 'medical', 'image', 'analysis', 'applications']","['cnn', 'covid-19', 'ct image', 'computer vision', 'x-ray image', 'coronavirus detection', 'deep learning']","['artificial intelligence (ai)', 'cardiology', 'computer vision (cv)', 'gastroenterology', 'medical image analysis', 'microscopy', 'neurodegenerative disorders', 'oncology', 'respiratory diseases']","Gazzah S,Bencharef O","Olveres J,González G,Torres F,Moreno-Tagle JC,Carbajal-Degante E,Valencia-Rodríguez A,Méndez-Sánchez N,Escalante- Ramírez B",A Survey on how computer vision can response to urgent need to contribute in COVID-19 pandemics,What is new in computer vision and artificial intelligence in medical image analysis applications,"CNN,COVID-19,CT image,Computer vision,X-ray image,coronavirus detection,deep learning","Artificial intelligence (AI),Cardiology,Computer vision (CV),Gastroenterology,Medical image analysis,Microscopy,Neurodegenerative disorders,Oncology,Respiratory diseases",0,894,0.0,0.12,0.0,0.048
"['gazzah s', 'bencharef o']","['vo tt', 'ko h', 'huh jh', 'kim y']","['a', 'survey', 'on', 'how', 'computer', 'vision', 'can', 'response', 'to', 'urgent', 'need', 'to', 'contribute', 'in', 'covid-19', 'pandemics']","['overview', 'of', 'smart', 'aquaculture', 'system:', 'focusing', 'on', 'applications', 'of', 'machine', 'learning', 'and', 'computer', 'vision']","['cnn', 'covid-19', 'ct image', 'computer vision', 'x-ray image', 'coronavirus detection', 'deep learning']","['ai', 'application', 'artificial intelligent', 'machine learning', 'smart aquaculture']","Gazzah S,Bencharef O","Vo TT,Ko H,Huh JH,Kim Y",A Survey on how computer vision can response to urgent need to contribute in COVID-19 pandemics,Overview of smart aquaculture system: Focusing on applications of machine learning and computer vision,"CNN,COVID-19,CT image,Computer vision,X-ray image,coronavirus detection,deep learning","AI,Application,Artificial intelligent,Machine learning,Smart aquaculture",0,895,0.0,0.12,0.0,0.048
"['paul a', 'ghosh s', 'das ak', 'goswami s', 'das choudhury s', 'sen s']","['jorquera-chavez m', 'fuentes s', 'dunshea fr', 'warner rd', 'poblete t', 'unnithan rr', 'morrison rs', 'jongman ec']","['a', 'review', 'on', 'agricultural', 'advancement', 'based', 'on', 'computer', 'vision', 'and', 'machine', 'learning']","['using', 'imagery', 'and', 'computer', 'vision', 'as', 'remote', 'monitoring', 'methods', 'for', 'early', 'detection', 'of', 'respiratory', 'disease', 'in', 'pigs']","['agriculture', 'computer vision', 'machine learning', 'plant phenotyping']","['animal health', 'animal monitoring', 'contactless monitoring', 'non-invasive methods', 'physiological indicators']","Paul A,Ghosh S,Das AK,Goswami S,Das Choudhury S,Sen S","Jorquera-Chavez M,Fuentes S,Dunshea FR,Warner RD,Poblete T,Unnithan RR,Morrison RS,Jongman EC",A Review on Agricultural Advancement Based on Computer Vision and Machine Learning,Using imagery and computer vision as remote monitoring methods for early detection of respiratory disease in pigs,"Agriculture,Computer vision,Machine learning,Plant phenotyping","Animal health,Animal monitoring,Contactless monitoring,Non-invasive methods,Physiological indicators",0,896,0.0,0.12,0.0,0.048
"['al tawil l', 'aldokhayel s', 'zeitouni l', 'qadoumi t', 'hussein s', 'ahamed ss']","['esteva a', 'chou k', 'yeung s', 'naik n', 'madani a', 'mottaghi a', 'liu y', 'topol e', 'dean j', 'socher r']","['prevalence', 'of', 'self-reported', 'computer', 'vision', 'syndrome', 'symptoms', 'and', 'its', 'associated', 'factors', 'among', 'university', 'students']","['deep', 'learning-enabled', 'medical', 'computer', 'vision']","['computer vision syndrome', 'saudi arabia', 'electronic devices', 'university students', 'vision problems']","['computer vision', 'machine perception', 'medicine']","Al Tawil L,Aldokhayel S,Zeitouni L,Qadoumi T,Hussein S,Ahamed SS","Esteva A,Chou K,Yeung S,Naik N,Madani A,Mottaghi A,Liu Y,Topol E,Dean J,Socher R",Prevalence of self-reported computer vision syndrome symptoms and its associated factors among university students,Deep learning-enabled medical computer vision,"Computer vision syndrome,Saudi Arabia,electronic devices,university students,vision problems","computer vision,machine perception,medicine",0,897,0.0,0.11764705882352941,0.0,0.047058823529411764
"['sánchez-brau m', 'domenech-amigot b', 'brocal-fernández f', 'quesada-rico ja', 'seguí-crespo m']","['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['prevalence', 'of', 'computer', 'vision', 'syndrome', 'and', 'its', 'relationship', 'with', 'ergonomic', 'and', 'individual', 'factors', 'in', 'presbyopic', 'vdt', 'workers', 'using', 'progressive', 'addition', 'lenses']","['computer', 'vision,', 'iot', 'and', 'data', 'fusion', 'for', 'crop', 'disease', 'detection', 'using', 'machine', 'learning:', 'a', 'survey', 'and', 'ongoing', 'research']","['computer vision syndrome', 'ergonomics', 'presbyopia', 'progressive addition lenses', 'video display terminals', 'workplace']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']","Sánchez-Brau M,Domenech-Amigot B,Brocal-Fernández F,Quesada-Rico JA,Seguí-Crespo M","Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R",Prevalence of Computer Vision Syndrome and Its Relationship with Ergonomic and Individual Factors in Presbyopic VDT Workers Using Progressive Addition Lenses,"Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research","computer vision syndrome,ergonomics,presbyopia,progressive addition lenses,video display terminals,workplace","Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing",0,1030,0.0,0.11764705882352941,0.0,0.047058823529411764
"['alguliyev r', 'imamverdiyev y', 'sukhostat l', 'bayramov r']","['luo c', 'pearson p', 'xu g', 'rich sm']","['plant', 'disease', 'detection', 'based', 'on', 'a', 'deep', 'model']","['a', 'computer', 'vision-based', 'approach', 'for', 'tick', 'identification', 'using', 'deep', 'learning', 'models']","['deep learning', 'machine learning', 'plant disease identification', 'plant leaves']","['computer vision', 'medical entomology', 'ticks']","Alguliyev R,Imamverdiyev Y,Sukhostat L,Bayramov R","Luo C,Pearson P,Xu G,Rich SM",Plant disease detection based on a deep model,A Computer Vision-Based Approach for Tick Identification Using Deep Learning Models,"Deep learning,Machine learning,Plant disease identification,Plant leaves","Computer vision,Medical entomology,Ticks",0,898,0.0,0.11764705882352941,0.0,0.047058823529411764
"['shao h', 'pu j', 'mu j']","['deepan p', 'sudha lr']","['pig-posture', 'recognition', 'based', 'on', 'computer', 'vision:', 'dataset', 'and', 'exploration']","['deep', 'learning', 'algorithm', 'and', 'its', 'applications', 'to', 'iot', 'and', 'computer', 'vision']","['agricultural automation', 'automated breeding', 'computer vision', 'pig posture', 'posture recognition']","['adversarial network and encoder', 'convolutional network', 'deep learning', 'internet of things', 'recurrent network']","Shao H,Pu J,Mu J","Deepan P,Sudha LR",Pig-posture recognition based on computer vision: Dataset and exploration,Deep Learning Algorithm and Its Applications to IoT and Computer Vision,"Agricultural automation,Automated breeding,Computer vision,Pig posture,Posture recognition","Adversarial network and encoder,Convolutional network,Deep learning,Internet of Things,Recurrent network",0,899,0.0,0.11764705882352941,0.0,0.047058823529411764
"['jain y', 'gandhi h', 'burte a', 'vora a']","['esteva a', 'chou k', 'yeung s', 'naik n', 'madani a', 'mottaghi a', 'liu y', 'topol e', 'dean j', 'socher r']","['mental', 'and', 'physical', 'health', 'management', 'system', 'using', 'ml,', 'computer', 'vision', 'and', 'iot', 'sensor', 'network']","['deep', 'learning-enabled', 'medical', 'computer', 'vision']","['arduino uno', 'chatbot', 'image processing', 'iot', 'convolutional neural network']","['computer vision', 'machine perception', 'medicine']","Jain Y,Gandhi H,Burte A,Vora A","Esteva A,Chou K,Yeung S,Naik N,Madani A,Mottaghi A,Liu Y,Topol E,Dean J,Socher R","Mental and Physical Health Management System Using ML, Computer Vision and IoT Sensor Network",Deep learning-enabled medical computer vision,"Arduino UNO,Chatbot,Image processing,IoT,convolutional neural network","computer vision,machine perception,medicine",0,856,0.0,0.11764705882352941,0.0,0.047058823529411764
"['esteva a', 'chou k', 'yeung s', 'naik n', 'madani a', 'mottaghi a', 'liu y', 'topol e', 'dean j', 'socher r']","['hassan h', 'ren z', 'zhao h', 'huang s', 'li d', 'xiang s', 'kang y', 'chen s', 'huang b']","['deep', 'learning-enabled', 'medical', 'computer', 'vision']","['review', 'and', 'classification', 'of', 'ai-enabled', 'covid-19', 'ct', 'imaging', 'models', 'based', 'on', 'computer', 'vision', 'tasks']","['computer vision', 'machine perception', 'medicine']","['covid-19', 'covid-19 classification', 'covid-19 detection', 'covid-19 diagnosis', 'image segmentation']","Esteva A,Chou K,Yeung S,Naik N,Madani A,Mottaghi A,Liu Y,Topol E,Dean J,Socher R","Hassan H,Ren Z,Zhao H,Huang S,Li D,Xiang S,Kang Y,Chen S,Huang B",Deep learning-enabled medical computer vision,Review and classification of AI-enabled COVID-19 CT imaging models based on computer vision tasks,"computer vision,machine perception,medicine","COVID-19,COVID-19 classification,COVID-19 detection,COVID-19 diagnosis,Image segmentation",0,900,0.0,0.11764705882352941,0.0,0.047058823529411764
"['punia r', 'kumar l', 'mujahid m', 'rohilla r']","['sánchez-valerio mr', 'mohamed-noriega k', 'zamora-ginez i', 'duarte bg', 'vallejo-ruiz v']","['computer', 'vision', 'and', 'radiology', 'for', 'covid-19', 'detection']","['dry', 'eye', 'disease', 'association', 'with', 'computer', 'exposure', 'time', 'among', 'subjects', 'with', 'computer', 'vision', 'syndrome']","['covid-19', 'computer vision', 'radiology']","['computer vision syndrome', 'dry eye disease']","Punia R,Kumar L,Mujahid M,Rohilla R","Sánchez-Valerio MR,Mohamed-Noriega K,Zamora-Ginez I,Duarte BG,Vallejo-Ruiz V",Computer vision and radiology for COVID-19 detection,Dry eye disease association with computer exposure time among subjects with computer vision syndrome,"COVID-19,Computer Vision,Radiology","Computer vision syndrome,Dry eye disease",0,901,0.0,0.11764705882352941,0.0,0.047058823529411764
"['singh u', 'srivastava a', 'chauhan d', 'singh a']","['esteva a', 'chou k', 'yeung s', 'naik n', 'madani a', 'mottaghi a', 'liu y', 'topol e', 'dean j', 'socher r']","['computer', 'vision', 'technique', 'for', 'detection', 'of', 'grape', 'esca', '(black', 'measles)', 'disease', 'from', 'grape', 'leaf', 'samples']","['deep', 'learning-enabled', 'medical', 'computer', 'vision']","['features extraction', 'grape esca (black measles)', 'metamorphose', 'svm (support vector machine)']","['computer vision', 'machine perception', 'medicine']","Singh U,Srivastava A,Chauhan D,Singh A","Esteva A,Chou K,Yeung S,Naik N,Madani A,Mottaghi A,Liu Y,Topol E,Dean J,Socher R",Computer Vision Technique for Detection of Grape Esca (Black Measles) Disease from Grape Leaf Samples,Deep learning-enabled medical computer vision,"Features Extraction,Grape Esca (Black Measles),Metamorphose,SVM (Support Vector Machine)","computer vision,machine perception,medicine",0,902,0.0,0.11764705882352941,0.0,0.047058823529411764
"['jorquera-chavez m', 'fuentes s', 'dunshea fr', 'warner rd', 'poblete t', 'unnithan rr', 'morrison rs', 'jongman ec']","['rupprechter s', 'morinan g', 'peng y', 'foltynie t', 'sibley k', 'weil rs', 'leyland la', 'baig f', 'morgante f', 'gilron r', 'wilt r', 'starr p', 'hauser ra', ""o'keeffe j""]","['using', 'imagery', 'and', 'computer', 'vision', 'as', 'remote', 'monitoring', 'methods', 'for', 'early', 'detection', 'of', 'respiratory', 'disease', 'in', 'pigs']","['a', 'clinically', 'interpretable', 'computer-vision', 'based', 'method', 'for', 'quantifying', 'gait', 'in', ""parkinson's"", 'disease']","['animal health', 'animal monitoring', 'contactless monitoring', 'non-invasive methods', 'physiological indicators']","['computer vision', 'gait', 'interpretable machine learning', ""parkinson's disease"", 'pose estimation', 'time series analysis']","Jorquera-Chavez M,Fuentes S,Dunshea FR,Warner RD,Poblete T,Unnithan RR,Morrison RS,Jongman EC","Rupprechter S,Morinan G,Peng Y,Foltynie T,Sibley K,Weil RS,Leyland LA,Baig F,Morgante F,Gilron R,Wilt R,Starr P,Hauser RA,O'Keeffe J",Using imagery and computer vision as remote monitoring methods for early detection of respiratory disease in pigs,A clinically interpretable computer-vision based method for quantifying gait in parkinson's disease,"Animal health,Animal monitoring,Contactless monitoring,Non-invasive methods,Physiological indicators","Computer vision,Gait,Interpretable machine learning,Parkinson's disease,Pose estimation,Time series analysis",0,904,0.0,0.11538461538461539,0.0,0.046153846153846156
"['jain y', 'gandhi h', 'burte a', 'vora a']","['alhasan as', 'aalam wa']","['mental', 'and', 'physical', 'health', 'management', 'system', 'using', 'ml,', 'computer', 'vision', 'and', 'iot', 'sensor', 'network']","['magnitude', 'and', 'determinants', 'of', 'computer', 'vision', 'syndrome', 'among', 'radiologists', 'in', 'saudi', 'arabia:', 'a', 'national', 'survey']","['arduino uno', 'chatbot', 'image processing', 'iot', 'convolutional neural network']","['computer vision syndrome', 'eyestrain', 'occupational hazards', 'radiologists', 'saudi arabia']","Jain Y,Gandhi H,Burte A,Vora A","Alhasan AS,Aalam WA","Mental and Physical Health Management System Using ML, Computer Vision and IoT Sensor Network",Magnitude and Determinants of Computer Vision Syndrome Among Radiologists in Saudi Arabia: A National Survey,"Arduino UNO,Chatbot,Image processing,IoT,convolutional neural network","Computer Vision Syndrome,Eyestrain,Occupational hazards,Radiologists,Saudi Arabia",0,881,0.0,0.11538461538461539,0.0,0.046153846153846156
"['fernandes af', 'dórea jr', 'rosa gj']","['ouhami m', 'hafiane a', 'es-saady y', 'el hajji m', 'canals r']","['image', 'analysis', 'and', 'computer', 'vision', 'applications', 'in', 'animal', 'sciences:', 'an', 'overview']","['computer', 'vision,', 'iot', 'and', 'data', 'fusion', 'for', 'crop', 'disease', 'detection', 'using', 'machine', 'learning:', 'a', 'survey', 'and', 'ongoing', 'research']","['automation', 'computer vision', 'high-throughput phenotyping', 'imaging', 'livestock', 'phenotyping', 'precision livestock', 'sensors']","['data fusion', 'intelligent sensors', 'machine learning', 'plant disease', 'remote sensing']","Fernandes AF,Dórea JR,Rosa GJ","Ouhami M,Hafiane A,Es-Saady Y,El Hajji M,Canals R",Image Analysis and Computer Vision Applications in Animal Sciences: An Overview,"Computer vision, IoT and data fusion for crop disease detection using machine learning: A survey and ongoing research","automation,computer vision,high-throughput phenotyping,imaging,livestock,phenotyping,precision livestock,sensors","Data fusion,Intelligent sensors,Machine learning,Plant disease,Remote sensing",0,1094,0.0,0.11538461538461539,0.0,0.046153846153846156
"['sánchez-valerio mr', 'mohamed-noriega k', 'zamora-ginez i', 'duarte bg', 'vallejo-ruiz v']","['jorquera-chavez m', 'fuentes s', 'dunshea fr', 'warner rd', 'poblete t', 'unnithan rr', 'morrison rs', 'jongman ec']","['dry', 'eye', 'disease', 'association', 'with', 'computer', 'exposure', 'time', 'among', 'subjects', 'with', 'computer', 'vision', 'syndrome']","['using', 'imagery', 'and', 'computer', 'vision', 'as', 'remote', 'monitoring', 'methods', 'for', 'early', 'detection', 'of', 'respiratory', 'disease', 'in', 'pigs']","['computer vision syndrome', 'dry eye disease']","['animal health', 'animal monitoring', 'contactless monitoring', 'non-invasive methods', 'physiological indicators']","Sánchez-Valerio MR,Mohamed-Noriega K,Zamora-Ginez I,Duarte BG,Vallejo-Ruiz V","Jorquera-Chavez M,Fuentes S,Dunshea FR,Warner RD,Poblete T,Unnithan RR,Morrison RS,Jongman EC",Dry eye disease association with computer exposure time among subjects with computer vision syndrome,Using imagery and computer vision as remote monitoring methods for early detection of respiratory disease in pigs,"Computer vision syndrome,Dry eye disease","Animal health,Animal monitoring,Contactless monitoring,Non-invasive methods,Physiological indicators",0,907,0.0,0.11538461538461539,0.0,0.046153846153846156
"['deepan p', 'sudha lr']","['wangsan k', 'upaphong p', 'assavanopakun p', 'sapbamrer r', 'sirikul w', 'kitro a', 'sirimaharaj n', 'kuanprasert s', 'saenpo m', 'saetiao s', 'khamphichai t']","['deep', 'learning', 'algorithm', 'and', 'its', 'applications', 'to', 'iot', 'and', 'computer', 'vision']","['self-reported', 'computer', 'vision', 'syndrome', 'among', 'thai', 'university', 'students', 'in', 'virtual', 'classrooms', 'during', 'the', 'covid-19', 'pandemic:', 'prevalence', 'and', 'associated', 'factors']","['adversarial network and encoder', 'convolutional network', 'deep learning', 'internet of things', 'recurrent network']","['covid-19 impact', 'computer vison syndrome', 'digital eye strain', 'digital screen', 'online study', 'video display terminal', 'virtual classroom', 'visual display terminal']","Deepan P,Sudha LR","Wangsan K,Upaphong P,Assavanopakun P,Sapbamrer R,Sirikul W,Kitro A,Sirimaharaj N,Kuanprasert S,Saenpo M,Saetiao S,Khamphichai T",Deep Learning Algorithm and Its Applications to IoT and Computer Vision,Self-Reported Computer Vision Syndrome among Thai University Students in Virtual Classrooms during the COVID-19 Pandemic: Prevalence and Associated Factors,"Adversarial network and encoder,Convolutional network,Deep learning,Internet of Things,Recurrent network","COVID-19 impact,computer vison syndrome,digital eye strain,digital screen,online study,video display terminal,virtual classroom,visual display terminal",0,908,0.0,0.11538461538461539,0.0,0.046153846153846156
"['an r', 'man y', 'iram s', 'kucukal e', 'hasan mn', 'solis-fuentes a', 'bode a', 'hill a', 'cheng k', 'huang y', 'ahuja s', 'little ja', 'hinczewski m', 'gurkan ua']","['hassan h', 'ren z', 'zhao h', 'huang s', 'li d', 'xiang s', 'kang y', 'chen s', 'huang b']","['computer', 'vision', 'and', 'deep', 'learning', 'assisted', 'microchip', 'electrophoresis', 'for', 'integrated', 'anemia', 'and', 'sickle', 'cell', 'disease', 'screening']","['review', 'and', 'classification', 'of', 'ai-enabled', 'covid-19', 'ct', 'imaging', 'models', 'based', 'on', 'computer', 'vision', 'tasks']","['anemia', 'artificial neural network', 'computer vision', 'deep learning']","['covid-19', 'covid-19 classification', 'covid-19 detection', 'covid-19 diagnosis', 'image segmentation']","An R,Man Y,Iram S,Kucukal E,Hasan MN,Solis-Fuentes A,Bode A,Hill A,Cheng K,Huang Y,Ahuja S,Little JA,Hinczewski M,Gurkan UA","Hassan H,Ren Z,Zhao H,Huang S,Li D,Xiang S,Kang Y,Chen S,Huang B",Computer Vision and Deep Learning Assisted Microchip Electrophoresis for Integrated Anemia and Sickle Cell Disease Screening,Review and classification of AI-enabled COVID-19 CT imaging models based on computer vision tasks,"anemia,artificial neural network,computer vision,deep learning","COVID-19,COVID-19 classification,COVID-19 detection,COVID-19 diagnosis,Image segmentation",0,910,0.0,0.11538461538461539,0.0,0.046153846153846156
"['an r', 'man y', 'iram s', 'kucukal e', 'hasan mn', 'solis-fuentes a', 'bode a', 'hill a', 'cheng k', 'huang y', 'ahuja s', 'little ja', 'hinczewski m', 'gurkan ua']","['al tawil l', 'aldokhayel s', 'zeitouni l', 'qadoumi t', 'hussein s', 'ahamed ss']","['computer', 'vision', 'and', 'deep', 'learning', 'assisted', 'microchip', 'electrophoresis', 'for', 'integrated', 'anemia', 'and', 'sickle', 'cell', 'disease', 'screening']","['prevalence', 'of', 'self-reported', 'computer', 'vision', 'syndrome', 'symptoms', 'and', 'its', 'associated', 'factors', 'among', 'university', 'students']","['anemia', 'artificial neural network', 'computer vision', 'deep learning']","['computer vision syndrome', 'saudi arabia', 'electronic devices', 'university students', 'vision problems']","An R,Man Y,Iram S,Kucukal E,Hasan MN,Solis-Fuentes A,Bode A,Hill A,Cheng K,Huang Y,Ahuja S,Little JA,Hinczewski M,Gurkan UA","Al Tawil L,Aldokhayel S,Zeitouni L,Qadoumi T,Hussein S,Ahamed SS",Computer Vision and Deep Learning Assisted Microchip Electrophoresis for Integrated Anemia and Sickle Cell Disease Screening,Prevalence of self-reported computer vision syndrome symptoms and its associated factors among university students,"anemia,artificial neural network,computer vision,deep learning","Computer vision syndrome,Saudi Arabia,electronic devices,university students,vision problems",0,911,0.0,0.11538461538461539,0.0,0.046153846153846156
"['an r', 'man y', 'iram s', 'kucukal e', 'hasan mn', 'solis-fuentes a', 'bode a', 'hill a', 'cheng k', 'huang y', 'ahuja s', 'little ja', 'hinczewski m', 'gurkan ua']","['jain y', 'gandhi h', 'burte a', 'vora a']","['computer', 'vision', 'and', 'deep', 'learning', 'assisted', 'microchip', 'electrophoresis', 'for', 'integrated', 'anemia', 'and', 'sickle', 'cell', 'disease', 'screening']","['mental', 'and', 'physical', 'health', 'management', 'system', 'using', 'ml,', 'computer', 'vision', 'and', 'iot', 'sensor', 'network']","['anemia', 'artificial neural network', 'computer vision', 'deep learning']","['arduino uno', 'chatbot', 'image processing', 'iot', 'convolutional neural network']","An R,Man Y,Iram S,Kucukal E,Hasan MN,Solis-Fuentes A,Bode A,Hill A,Cheng K,Huang Y,Ahuja S,Little JA,Hinczewski M,Gurkan UA","Jain Y,Gandhi H,Burte A,Vora A",Computer Vision and Deep Learning Assisted Microchip Electrophoresis for Integrated Anemia and Sickle Cell Disease Screening,"Mental and Physical Health Management System Using ML, Computer Vision and IoT Sensor Network","anemia,artificial neural network,computer vision,deep learning","Arduino UNO,Chatbot,Image processing,IoT,convolutional neural network",0,887,0.0,0.11538461538461539,0.0,0.046153846153846156
"['singh u', 'srivastava a', 'chauhan d', 'singh a']","['alhasan as', 'aalam wa']","['computer', 'vision', 'technique', 'for', 'detection', 'of', 'grape', 'esca', '(black', 'measles)', 'disease', 'from', 'grape', 'leaf', 'samples']","['magnitude', 'and', 'determinants', 'of', 'computer', 'vision', 'syndrome', 'among', 'radiologists', 'in', 'saudi', 'arabia:', 'a', 'national', 'survey']","['features extraction', 'grape esca (black measles)', 'metamorphose', 'svm (support vector machine)']","['computer vision syndrome', 'eyestrain', 'occupational hazards', 'radiologists', 'saudi arabia']","Singh U,Srivastava A,Chauhan D,Singh A","Alhasan AS,Aalam WA",Computer Vision Technique for Detection of Grape Esca (Black Measles) Disease from Grape Leaf Samples,Magnitude and Determinants of Computer Vision Syndrome Among Radiologists in Saudi Arabia: A National Survey,"Features Extraction,Grape Esca (Black Measles),Metamorphose,SVM (Support Vector Machine)","Computer Vision Syndrome,Eyestrain,Occupational hazards,Radiologists,Saudi Arabia",0,912,0.0,0.11538461538461539,0.0,0.046153846153846156
"['abudawood ga', 'ashi hm', 'almarzouki nk']","['jain y', 'gandhi h', 'burte a', 'vora a']","['computer', 'vision', 'syndrome', 'among', 'undergraduate', 'medical', 'students', 'in', 'king', 'abdulaziz', 'university,', 'jeddah,', 'saudi', 'arabia']","['mental', 'and', 'physical', 'health', 'management', 'system', 'using', 'ml,', 'computer', 'vision', 'and', 'iot', 'sensor', 'network']","['computer vision syndrome', 'dry eye disease']","['arduino uno', 'chatbot', 'image processing', 'iot', 'convolutional neural network']","Abudawood GA,Ashi HM,Almarzouki NK","Jain Y,Gandhi H,Burte A,Vora A","Computer Vision Syndrome among Undergraduate Medical Students in King Abdulaziz University, Jeddah, Saudi Arabia","Mental and Physical Health Management System Using ML, Computer Vision and IoT Sensor Network","computer vision syndrome,dry eye disease","Arduino UNO,Chatbot,Image processing,IoT,convolutional neural network",0,1084,0.0,0.11538461538461539,0.0,0.046153846153846156
